Description,filenameGRN,Average branch length,Average contraction,Average fragmentation,Average remote bif. angle,Average partition asymmetry,Average fractal dimension,Depth,Height,Highest path order,Cable length,Mean radius,No. of branch points,No. of branches,No. of nodes,No. of primary branches,No. of inner branches,No. of terminal branches,No. of tips,Length of primary branches (sum),Length of inner branches (sum),Length of terminal branches (sum),Horton-Strahler number,Horton-Strahler bifurcation ratio,Width,Sholl: Centroid,Sholl: Centroid radius,Sholl: Decay,Sholl: Enclosing radius,Sholl: Intercept,Sholl: Kurtosis,Sholl: Max,Sholl: Max (fitted),Sholl: Max (fitted) radius,Sholl: Mean,Sholl: Median,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Sholl: Skeweness,Sholl: Sum,Sholl: Variance
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_92729278,grn_2.grn,50.3278799220894,0.933973022383095,5.4251968503937,30.2885992739368,0.447230156032654,1.01754079723672,321.691546,63.036595,7,6391.64075010535,0.076416015625,63,127,563,1,3,64,64,110.719457612435,273.621666096288,2758.23490808741,5,2.28479532163743,361.27267,8.73684210526316,230.730001089134,1.86404327194939,461.460002178267,-5.91583686444233,2.72302816577033,48,46.6886428608541,424.044326325975,8.73684210526316,3,1,0,19,1.87905823970958,332,144.415362731152
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_57029499,grn_2.grn,79.5196195925702,0.960872886778226,7.54285714285714,14.4779148190311,0.281162464985994,1.01403033794871,350.702653,27.135458,5,2783.18668573996,0.107204861111111,17,35,230,1,3,18,18,123.235261509437,361.028648756331,1179.09141378856,4,1.82222222222222,328.26568,4.02631578947368,238.548835403488,2.19504902121942,477.097670806977,-4.55895198853995,-0.270107491798094,11,10.9867245120397,451.308607520113,4.02631578947368,2.5,1,0,19,0.986792211477074,153,10.5668563300142
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_67562454,grn_2.grn,48.6609602051636,0.770702342832398,5.2621359223301,62.0135859830739,0.439922735216853,1.11590818186125,328.107686,140.042692,7,5012.07890113185,0.073768028846154,51,103,440,1,7,52,52,116.595149654967,435.013411086637,2486.4456913811,4,1.95873015873016,329.850685,7.02702702702703,228.445125447584,2.09204238008872,456.890250895168,-5.00725193231866,19.0734498496698,81,79.5038451108379,418.816063320571,7.02702702702702,2,1,0,20,4.21118500235583,260,217.749249249249
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_58275917,grn_2.grn,50.9879402283664,0.812672409504317,5.42384105960265,40.8025459606473,0.457937979299649,1.06334585919896,304.269271,82.084709,9,7699.17897448333,0.076480263157895,75,151,669,1,1,76,76,214.023952048955,214.023952048955,3423.23336474176,5,3.45604103343465,372.29894,10.0526315789474,236.04846044386,1.88570491787502,472.096920887719,-6.03306059552455,12.8875486746547,97,91.117253929878,433.818792167093,10.0526315789474,2,1,0,19,3.29444408060716,382,345.24039829303
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_78695472,grn_2.grn,43.9459436305729,0.819513832652587,4.86254295532646,50.1092003511344,0.504836763030777,1.07105092821799,322.604804,86.41447,13,12788.2695964967,0.067958047945206,145,291,1125,1,1,146,146,114.870138206001,114.870138206001,5828.33822812946,6,3.48495263273849,328.869975,17.6388888888889,226.160692182089,1.67318489759857,452.321384364178,-6.49743295867548,13.9057320124041,181,180.893965576572,426.474448114796,17.6388888888889,5,1,0,20,3.57401156900934,635,1249.66587301587
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_41371674,grn_2.grn,42.86724621175,0.808444721023122,4.92258064516129,54.2930193758773,0.414356405569132,1.08510147609817,289.799925,118.587945,10,6644.42316282125,0.068709935897436,77,155,609,1,2,78,78,31.5767992472326,37.3711735939445,2544.60997321339,5,2.69791666666667,322.028203,10,209.26155027334,2.17295411090081,418.523100546681,-4.04076659325834,15.3038004517898,101,100.624028331688,393.90409463217,10,3,1,0,20,3.83810986763042,350,386.941176470588
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_14325396,grn_2.grn,105.359462051685,0.847813239845263,9.55555555555556,33.2686777289505,0.333333333333333,1.04394668758357,288.34904,25.55273,4,948.235158465166,0.128125,4,9,78,1,1,5,5,328.356301243699,328.356301243699,214.921601706777,3,2.33333333333333,371.342156,1.44444444444444,225.855182065342,2.75909651596832,451.710364130683,-2.44356671555048,5.22989232548056,5,4.82041344620864,387.180312112014,1.44444444444444,1,1,1,18,2.35758103502439,52,0.93968253968254
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_33938627,grn_2.grn,43.4717350941926,0.779853366582921,4.80338266384778,52.7615947776474,0.448711636836757,1.10255364783279,282.377196,128.943622,11,20562.1306995531,0.067114978902954,236,473,1800,1,3,237,237,77.3109220442933,297.665873085134,10230.9600493344,6,2.48476031215162,344.991888,27.6363636363636,211.641048006196,1.45366470847817,423.282096012391,-7.26332999892158,9.78481683238354,237,237.765438394706,396.826965011617,27.6363636363636,8,1,0,20,3.15030813622714,912,3100.67613636364
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_55662947,grn_2.grn,52.7742151716917,0.871190070838106,5.57677902621723,39.2370213698039,0.480643629684515,1.03499743489146,320.907616,85.075998,8,14090.7154508417,0.079057835820896,133,267,1223,1,6,134,134,45.3229961764141,232.894408516249,6271.86161134883,5,2.20208333333333,362.77838,19.3157894736842,237.257321596496,1.79755525460662,474.514643192992,-5.56912421895579,6.58883002789954,131,127.294714484208,436.040482934101,19.3157894736842,8.5,1,0,20,2.51208213492029,734,816.275960170697
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_23262057,grn_2.grn,47.0569979753445,0.783447363419442,5.00873362445415,50.7168942933153,0.505183428954139,1.10568809037203,342.036702,110.519665,12,32328.1576090617,0.070357921511628,343,687,2755,1,2,344,344,55.941648287064,63.5035775178525,14398.5532140419,6,3.35126249859566,321.921387,46.4705882352941,223.058386116835,1.49167751923531,446.11677223367,-6.47903559790537,16.0282230835316,469,455.554002855164,405.560702030609,46.4705882352941,15.5,1,0,20,3.76475845605306,1580,7923.28698752228
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_7354518,grn_2.grn,51.6036949238317,0.872794782636905,5.35211267605634,33.8111507114729,0.463088059144106,1.03747576447546,348.016378,98.279631,11,25647.0363771444,0.075677710843374,248,497,2164,1,1,249,249,76.012129196022,76.012129196022,12978.240252667,6,4.40989169942883,362.973846,31.5405405405405,240.061544359517,1.39005159556369,480.123088719034,-7.5736082533413,2.31089610701702,171,168.488203709193,426.776078861363,31.5405405405405,9,1,0,18,1.87042771294115,1167,2405.81081081081
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_15270346,grn_2.grn,50.7191009291132,0.848686422438501,5.44855967078189,45.6612950899608,0.468651314925139,1.04154816421608,345.953783,94.646564,8,12324.7415257745,0.07703637295082,121,243,1082,1,3,122,122,143.234225050271,156.151028188251,5254.46563453079,5,2.87166835357625,355.119186,16.0769230769231,242.003297316697,1.68724978442949,484.006594633394,-6.49371622022896,11.7429858394832,138,128.668034850857,445.795547688653,16.0769230769231,8,1,0,19,3.18229663092623,627,707.283400809717
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_78266106,grn_2.grn,46.9501049053382,0.89492642442341,5.29565217391304,44.8737622515642,0.439484732362307,1.02671329744272,334.608107,62.796734,11,5399.2620641139,0.074353448275862,57,115,495,1,1,58,58,163.02743547427,163.02743547427,1816.10710030313,5,3.45814393939394,368.221882,7.14634146341463,244.880028332319,2.04123249240483,489.760056664637,-5.20595523906811,10.632156332686,54,42.4394032670338,440.784050998174,7.14634146341464,3,1,0,20,2.94842787224451,293,104.978048780488
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_3645613,grn_2.grn,80.8644885062091,0.914195368981718,7.6,35.3214275462285,0.642857142857143,1.01574156556111,345.938035,51.455864,4,1212.96732759314,0.1044921875,7,15,100,1,3,8,8,312.477449572888,426.838918820303,524.85653985103,3,1.66666666666667,370.873109,1.825,251.574223377938,2.60112794287028,503.148446755877,-3.12519266185484,1.35273572938366,6,5.07053425754,451.543477857838,1.825,1,1,0,20,1.45099026152491,73,1.68653846153846
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_4615371,grn_2.grn,49.3108655600312,0.8534786094577,5.20759493670886,38.8976858646746,0.450983531429023,1.04910994809641,356.228321,81.45333,11,19477.7918962123,0.073390151515152,197,395,1663,1,4,198,198,31.7450004630573,204.940399186246,8552.15586100805,6,2.83405260409248,338.169104,24.1351351351351,238.350087159152,1.62135968494566,476.700174318304,-6.43813066855891,3.50821436346205,138,136.57857935983,450.21683130062,24.1351351351351,8,1,0,18,2.11106233565353,893,1388.95345345345
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_6590206,grn_2.grn,47.9577442341899,0.818064385984284,5.16811594202899,42.2332918225558,0.444436069683457,1.06101640037673,354.20226,83.709958,10,16545.4217607955,0.072751083815029,172,345,1439,1,2,173,173,54.5979684197817,100.204369609045,8015.81671427387,6,2.61626875699888,341.942938,20.9736842105263,239.711554533041,1.79331067958973,479.423109066082,-5.57110530730876,8.13803523687754,162,157.523546776462,440.550965087751,20.9736842105263,8,1,0,20,2.75563862633855,797,1151.81009957326
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_8626043,grn_2.grn,49.2611583660313,0.893777398628267,5.29512893982808,38.7536939640922,0.507944129296326,1.03492932620039,320.035722,70.982613,10,17192.1442697449,0.074732142857143,174,349,1500,1,2,175,175,17.9025061181342,66.893757266806,7964.4307015425,5,4.28191938403955,339.93451,22.9459459459459,230.346414952033,1.88173283468976,460.692829904066,-4.81312632517603,2.80018967094902,114,113.509815260683,422.301760745394,22.9459459459459,11,1,0,18,1.89240187628739,849,866.552552552553
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_16186424,grn_2.grn,47.1118986229838,0.894608860800632,5.05263157894737,30.9797556554397,0.489279662132053,1.03883760521846,310.231855,80.026593,15,33119.6647319576,0.071044921875,351,703,2850,1,2,352,352,21.3996671895121,117.067669829747,16988.7464456812,6,3.48115434261479,356.883243,41.3333333333333,231.356794234902,1.58422864704747,462.713588469804,-6.13065162327017,1.75101373539219,202,201.856726798146,396.611647259832,41.3333333333333,13,1,0,18,1.71284088500233,1488,3576.4
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_13894112,grn_2.grn,40.6304578169049,0.748118202747683,4.63406940063091,58.7327457291793,0.462056610307836,1.12146042603782,353.930987,105.031809,14,12879.8551279588,0.064416273584906,158,317,1153,1,2,159,159,157.479347133243,204.363405183696,5969.43368660932,6,2.5280303030303,375.03653,16.3333333333333,246.33706208549,1.86808239172105,492.67412417098,-5.92543590524335,28.4022756065488,267,194.238536237467,440.813690047719,16.3333333333333,3,1,0,19,5.11758358294436,637,1968.75438596491
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_33834338,grn_2.grn,49.330323072826,0.745948705779037,5.17373737373737,52.5856756865396,0.454491928687871,1.12411040928529,291.645735,118.704468,10,24418.5099210489,0.072895665322581,247,495,2067,1,1,248,248,45.0278065725555,45.0278065725555,10408.9778387097,6,3.96656137036089,326.168847,36.3125,208.294306527297,1.6005488103819,416.588613054595,-5.90173889726367,14.579635524735,352,352.155240537384,389.711928341395,36.3125,16.5,1,0,20,3.71348461400351,1162,4926.28629032258
snt_maxTime_6_filenameGRN_grn_2.grn_randomSeed_45893593,grn_2.grn,46.4429662230518,0.793035010407836,4.96502384737679,44.9356962286207,0.420331344110805,1.08228056258725,330.027154,131.182493,14,29212.6257542996,0.069667658730159,314,629,2495,1,3,315,315,11.7008311045896,107.193599263122,12966.0389733237,6,2.66507901013715,364.798008,37.3513513513514,242.679406052047,1.99375490554943,485.358812104094,-4.31367270221829,19.4025187543658,433,320.127854317898,417.947865978526,37.3513513513514,9,1,0,18,4.06807686314751,1382,5998.95645645646
