Description,filenameGRN,Average branch length,Average contraction,Average fragmentation,Average remote bif. angle,Average partition asymmetry,Average fractal dimension,Depth,Height,Highest path order,Cable length,Mean radius,No. of branch points,No. of branches,No. of nodes,No. of primary branches,No. of inner branches,No. of terminal branches,No. of tips,Length of primary branches (sum),Length of inner branches (sum),Length of terminal branches (sum),Horton-Strahler number,Horton-Strahler bifurcation ratio,Width,Sholl: Centroid,Sholl: Centroid radius,Sholl: Decay,Sholl: Enclosing radius,Sholl: Intercept,Sholl: Kurtosis,Sholl: Max,Sholl: Max (fitted),Sholl: Max (fitted) radius,Sholl: Mean,Sholl: Median,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Sholl: Skeweness,Sholl: Sum,Sholl: Variance
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_86313099,grn_1.grn,62.327906440932,0.992325379852534,6.39387308533917,75.3441573554809,0.47303397307224,1.00149454453809,872.338449,728.454588,11,28483.8532435059,0.091907751091703,228,457,2466,1,3,229,229,21.1964584420896,86.9880137366262,14854.4854541494,6,2.4910945842868,757.767948,31.1276595744681,287.155406921696,1.89811213429196,574.310813843392,-4.46084631384424,-1.28893055423501,77,71.9534795149981,374.550530767429,31.1276595744681,21,1,0,20,0.455668095714616,1463,655.765957446808
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_80955080,grn_1.grn,63.3930909233421,0.995981204459042,6.47201210287443,74.8513862905411,0.439343087833999,1.00075497636556,885.878245,805.758806,13,41902.8331003291,0.093183534743202,330,661,3618,1,1,331,331,15.9933088259862,15.9933088259862,20597.0752527721,7,2.82383143021441,714.377424,43.8510638297872,287.628461957575,0.013892069031594,575.25692391515,-10.3314357836668,-1.38150704085042,101,97.2789375187462,287.628461957575,43.8510638297873,39,1,0,20,0.266631286004807,2061,1132.7382053654
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_61306,grn_1.grn,58.7267919982829,0.995012729510711,6.12600969305331,73.5954536472601,0.485483648560072,1.00102992832735,788.293768,718.417045,15,36351.8842469371,0.087777217741936,309,619,3174,1,6,310,310,29.999420758764,238.518069030187,19472.0774705296,6,3.58784496939636,670.908224,40.5106382978723,285.744569498265,0.016465648324449,571.489138996529,-9.60176134489811,-1.49570033728718,90,84.2919087217007,198.778830955315,40.5106382978723,36,1,0,20,0.230868526768372,1904,894.86401480111
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_25967311,grn_1.grn,68.4116411259077,0.995152848970151,6.82901554404145,76.2223349511164,0.470780661695859,1.00086565130091,838.197936,822.459068,11,39610.3402119006,0.098733836206897,289,579,3376,1,2,290,290,37.9986587455566,53.9982624209876,19968.6197808754,6,2.85761277784647,794.02377,40,289.828145060828,0.013017059375909,579.656290121656,-10.6194373752879,-1.40084688341554,91,88.965700529514,327.631816155719,40,37,1,0,20,0.286543921484747,1880,937.782608695652
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_21679063,grn_1.grn,62.3029363270131,0.997654531913131,6.35789473684211,77.0530133693898,0.529871342735249,1.00050326884286,483.420118,447.203497,8,5918.77895106624,0.090657552083333,47,95,510,1,1,48,48,52.9929403733779,52.9929403733779,2858.81778032071,5,3.70292207792208,619.313634,6.17391304347826,281.896396117906,2.22135094268099,563.792792235813,-4.12423803196041,-0.657297187091826,16,15.8713898997278,363.33313277419,6.17391304347826,5,1,0,20,0.8103979274919,284,23.4357487922705
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_98076521,grn_1.grn,64.0736445995346,0.99017722211016,6.46583850931677,75.5359795622887,0.477678589452041,1.00207828494996,487.350698,429.764242,11,10315.8567805251,0.092689043209877,80,161,881,1,5,81,81,129.789140701281,293.216194363176,5456.70960637446,5,2.15909863945578,547.888991,11.2325581395349,264.799587747528,1.91691513438937,529.599175495056,-5.34406511790857,-1.30342912716365,28,28.430278021067,353.066116996704,11.2325581395349,9,1,0,20,0.363214138188845,483,87.7065337763012
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_19115130,grn_1.grn,103.922833355914,0.963371155462006,9.4,69.6206332921705,0.380952380952381,1.0054557305304,445.188934,226.77269,5,1558.84250033871,0.130859375,7,15,127,1,2,8,8,329.491057442334,347.041265569027,727.552715985472,3,2.05,382.620705,2.35897435897436,246.70410748775,2.4217198194557,493.4082149755,-3.85191227647128,0.624850277449012,7,6.5664644665764,428.486081426092,2.35897435897436,1,1,0,19,1.07094900433571,92,2.92037786774629
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_2008982,grn_1.grn,60.7742524906763,0.994174062253845,6.27450980392157,73.7813838755908,0.473143214041333,1.00112371532462,524.981962,580.183634,10,9298.46063107347,0.089691558441559,76,153,808,1,4,77,77,207.990432763206,277.948753649186,4949.90458784558,5,2.50104166666667,416.047962,8.13333333333333,274.295908089161,0.016181128677457,548.591816178322,-11.1177225528382,-1.36529636944926,16,15.3528882633381,261.827912266926,8.13333333333333,9,1,1,20,0.041969284114957,366,22.6181818181818
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_23685289,grn_1.grn,65.2203672947652,0.99943786269912,6.6,76.4187845841719,0.431852599663335,1.00012354451919,591.038254,794.490142,8,9456.95325774096,0.094713184931507,72,145,813,1,3,73,73,29.9989196008957,235.022613246783,4855.5129103734,5,2.29662366618888,665.578716,10.0425531914894,288.571671925311,2.2197659916025,577.143343850623,-3.63355559889451,-0.61292457896656,26,24.0934462545809,388.944427377594,10.0425531914894,8,1,0,20,0.72271238075848,472,52.7372802960222
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_18577767,grn_1.grn,58.9675693703221,0.999379195139597,6.14127423822715,75.1389962995478,0.530901508454621,1.000136892847,625.799043,963.843718,9,21287.2925426863,0.087922997237569,180,361,1857,1,2,181,181,4.99811685348102,217.954519516418,12186.6599117712,6,2.6137003576134,707.381276,21.2916666666667,291.985521433069,0.011391015181498,583.971042866138,-11.6486459934873,-1.59411145817766,44,43.276439388264,422.447137392526,21.2916666666667,19.5,1,0,20,0.063062683356627,1022,224.210992907801
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_53485304,grn_1.grn,59.3509155125889,0.999404110418798,6.13761467889908,76.3713566595358,0.524995917309445,1.0001439094143,518.176735,721.750173,8,6469.24979087219,0.087357954545455,54,109,561,1,7,55,55,78.9964289503505,400.116644028795,2947.80690983256,4,2.00793650793651,549.32264,7.02083333333333,293.988077274023,2.1147795508112,587.976154548047,-4.67696636628859,-0.80604459016692,20,18.2564803079439,537.935630756724,7.02083333333334,4,1,1,20,0.748457823499132,337,34.2335992907801
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_83215244,grn_1.grn,69.4942406540575,0.987207738398914,6.89333333333333,76.0114045711861,0.37930630870134,1.00224177856503,561.987356,645.301914,8,15636.2041471629,0.099488384955752,112,225,1327,1,2,113,113,74.9984066527585,145.037879796803,8528.52692584106,6,2.27979166666667,603.189405,14.1086956521739,284.146627835041,0.0117363269096,568.293255670081,-12.242066466667,-1.18297505421103,39,37.181021482356,303.089736357377,14.1086956521739,7,1,0,20,0.695227417831185,649,191.965700483092
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_87641196,grn_1.grn,59.4423513083467,0.997100395952345,6.18646232439336,75.8628740462161,0.495306494923861,1.00059791056526,886.203065,1086.152251,12,46543.3610744355,0.088747608418367,391,783,4062,1,3,392,392,1.99998824735472,52.0051273509263,23842.2401594458,6,2.78128047391205,845.900809,45.625,291.814120791247,0.011205176302447,583.628241582494,-11.0071026206936,-1.67369207590811,92,88.8104858669106,322.858176194571,45.625,49.5,1,0,20,-0.07029072506139,2190,1051.04787234043
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_24974258,grn_1.grn,62.6811840506975,0.990903951666472,6.40880503144654,67.6440336541687,0.497334545914947,1.00188072728571,526.509503,457.217639,8,9966.30826406089,0.091796875,79,159,861,1,2,80,80,89.9868440317579,96.9861395344038,4653.04868619159,5,2.69338905775076,487.702854,10.8636363636364,269.080577355238,2.02303693777669,538.161154710475,-4.7906814825798,-1.15170277666347,29,28.326460132422,387.97664641918,10.8636363636364,7.5,1,0,20,0.555830916949579,478,88.1205073995771
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_76529788,grn_1.grn,66.9928770780808,0.99737071429026,6.69543147208122,74.360482978192,0.490715248720933,1.00052688181629,564.691896,516.192017,11,13197.5967843819,0.096354166666667,98,197,1123,1,3,99,99,144.994884051117,231.590172352292,7153.40513930109,5,2.49499458874459,651.646962,13.9574468085106,290.340185294363,1.88570789814293,580.680370588727,-5.52050987110073,-0.818633759680523,42,39.7453922182622,378.704589514387,13.9574468085106,12,1,0,20,0.660477620378809,656,169.476410730805
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_29920038,grn_1.grn,62.9140664243008,0.99471061666299,6.42227378190255,72.4432643653053,0.446530945909249,1.0010801650137,956.417289,980.456146,15,81347.8878866209,0.092470054095827,646,1293,7012,1,3,647,647,9.87153336263708,58.8530289298376,41063.0781226868,7,2.58815984768527,990.293774,74.5,281.568317794421,0.012812745582899,563.136635588843,-10.0727487473776,-1.53520841823539,147,148.005246959881,350.396128810836,74.5,74.5,1,0,20,-0.054023016237867,3427,2725.72222222222
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_34645465,grn_1.grn,60.2603661542033,0.989086077444252,6.24875621890547,71.4539051744494,0.466796579390572,1.00254633692786,639.278413,571.314929,8,12112.3335969949,0.089418316831683,100,201,1056,1,3,101,101,76.2196026676678,279.982036903244,6473.02131319729,5,2.49214234690564,358.04195,12.8,211.321664837299,1.73726894733078,422.643329674598,-5.94792249653063,-1.34684308464566,33,33.1531133296847,310.767154172498,12.8,9,1,0,17,0.538554505963815,448,139.694117647059
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_97780527,grn_1.grn,57.7592915923178,0.992969813728916,6.04204753199269,71.0808993808444,0.510457541829489,1.00161334805661,653.376593,596.353822,13,31594.3325009978,0.086450729927007,273,547,2759,1,2,274,274,4.99777354252771,45.9903477048928,17065.8216706179,6,3.06082986832987,744.573329,33.3617021276596,285.596711734199,2.06071433827362,571.193423468398,-3.57596000646025,-1.22108903727667,88,87.0597393210181,372.517450088086,33.3617021276596,28,1,0,20,0.517486105685951,1568,876.409805735431
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_89079017,grn_1.grn,61.8015200839184,0.999008713487163,6.36595744680851,76.8104844742813,0.456369108582532,1.00020355552471,897.927159,590.31296,9,14523.3572197208,0.09130031779661,117,235,1262,1,5,118,118,19.1986153052514,221.602921678898,7600.06604049103,5,2.25539627039627,667.826259,14.7708333333333,292.626970778377,2.54194761951541,585.253941556755,-1.34183273252204,0.184102249730238,24,23.1816873485215,348.661922629556,14.7708333333333,15.5,1,0,20,-0.821192763335586,709,34.946365248227
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_26130497,grn_1.grn,73.2855593410072,0.999355464948356,7.168,71.8574084361421,0.442322078824319,1.00013185161155,856.681659,735.17001,8,9160.69491762591,0.103422619047619,62,125,772,1,5,63,63,78.2201721484625,299.225981137799,4821.98511319871,5,2.20380067567568,677.498893,10.936170212766,292.192045708005,2.17729856077905,584.38409141601,-3.92412140316102,-1.12268272868688,28,26.4989653477273,431.936067568356,10.936170212766,8,1,0,20,0.55348693250469,514,75.5393154486587
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_18262043,grn_1.grn,56.291168931822,0.995711678513151,5.96686159844055,74.3470983989734,0.457205686729715,1.00099050176823,589.015422,684.76708,11,28877.3696620247,0.085268725680934,256,513,2549,1,3,257,257,92.9691722510488,158.338037205523,14250.2528496978,6,2.59680105963688,634.778397,31.2978723404255,283.724006113634,0.010258758746523,567.448012227268,-11.8493724005819,-1.38661993189658,72,70.3557512373661,382.410616935768,31.2978723404255,31,1,0,20,0.211769831619259,1471,609.213691026827
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_15671686,grn_1.grn,62.5651614880757,0.99614876378306,6.42490842490843,75.3918403552653,0.479130835661146,1.00078215605112,968.765623,845.965284,14,51240.867258734,0.092473323170732,409,819,4444,1,2,410,410,30.9656617457049,82.9288550704375,25820.4377203574,6,3.56514204883069,868.816492,51.7083333333333,293.059826587489,0.011140056068591,586.119653174977,-10.9582525856403,-1.44750367457898,118,113.195591439957,349.177665721263,51.7083333333333,50.5,1,0,20,0.096752478418997,2482,1450.93439716312
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_19180764,grn_1.grn,61.9769949331579,0.994509625118769,6.36185133239832,75.6374802038779,0.463282133444866,1.00107009348138,636.289374,815.267698,12,44189.5973873416,0.091474089635854,356,713,3824,1,3,357,357,11.9979705045502,39.1745750249359,22939.4241677879,6,2.70747048650274,830.358129,44.875,293.38655978227,0.012400455358666,586.77311956454,-10.8683369377019,-1.42866958600195,120,111.632086733906,374.5360337646,44.875,30,1,0,20,0.459259469245343,2154,1649.47340425532
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_80558431,grn_1.grn,63.3824519086158,0.992672613014392,6.46013071895425,71.0346648456901,0.473745784948886,1.00147159713725,935.649624,696.835808,14,48487.5757100911,0.093015665796345,382,765,4178,1,6,383,383,19.9952496438854,148.22296862674,25718.132736572,6,2.39759890222183,765.642532,51.6304347826087,281.646706758993,0.013008683843633,563.293413517985,-10.36220323439,-1.19220463732279,123,118.38254299531,388.046573756834,51.6304347826087,41,1,0,20,0.520749897360716,2375,1692.41594202899
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_60439046,grn_1.grn,63.3524023917267,0.999859634969456,6.51515151515152,74.5504873186277,0.629166666666667,1.0000341946103,441.527073,381.634407,5,2090.62927892698,0.091452205882353,16,33,183,1,4,17,17,346.991814171849,530.775753164331,1086.6216475092,3,2.20833333333333,401.801725,2.39583333333333,292.146864088682,2.46449450949587,584.293728177364,-3.77836928671458,1.16940535198732,9,8.17725608149124,522.134820924453,2.39583333333333,1,1,0,20,1.4968514374977,115,4.83998226950355
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_54635108,grn_1.grn,130.202012189676,0.96688263747217,11.2352941176471,78.2618814144095,0.392857142857143,1.00460653651275,472.816644,204.758333,4,2213.43420722449,0.158854166666667,8,17,175,1,2,9,9,18.1405376838662,236.161514846424,935.913477779793,3,2.25,499.017321,2.86046511627907,277.404094312001,2.7876770284727,554.808188624002,-1.64999415536552,4.29936544079286,9,8.38864282516818,422.711000856383,2.86046511627907,2,1,0,20,2.07993192613013,123,3.31339977851606
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_72094517,grn_1.grn,65.1646601372063,0.988047215928807,6.53900709219858,80.0391067619889,0.48690110474272,1.00222260851389,495.717841,457.331446,8,9188.21707934608,0.09375,70,141,782,1,4,71,71,162.10555729634,283.915656239905,4451.60867769858,5,2.3895202020202,430.332425,9.81818181818182,271.694756956593,2.0260105935796,543.389513913185,-4.95205044154061,-1.29844759525621,25,24.1535645573841,391.745928635087,9.81818181818182,8,1,0,20,0.51904492796161,432,76.8498942917548
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_25042129,grn_1.grn,64.2645096825406,0.995220816666492,6.52364273204904,74.3274263221129,0.50966618075881,1.00096247892238,841.29508,828.74882,16,36695.0350287307,0.093968531468532,285,571,3155,1,5,286,286,2.99981294274393,121.163837374168,20539.281801671,6,2.65007836045811,871.994811,38.6444444444444,275.729463321012,0.011812652000867,551.458926642024,-11.1326654440197,-1.40973454367451,101,95.0135715672272,288.262620744695,38.6444444444444,32,1,0,20,0.371131672083765,1739,1078.91616161616
snt_maxTime_6_filenameGRN_grn_1.grn_randomSeed_30030222,grn_1.grn,65.7147342919072,0.993929858704746,6.6429780033841,74.3525606707244,0.49568985127081,1.00121097024479,625.884848,693.290881,11,38837.4079665172,0.095835092905405,295,591,3336,1,2,296,296,2.49943672640497,57.7170609585289,20262.5753861219,6,2.93651037226485,763.22261,46.1590909090909,269.72352645873,0.011343170351903,539.447052917461,-10.9625535787876,-1.39716053054075,102,99.2452834811938,363.813128711776,46.1590909090909,42,1,0,20,0.164825293445474,2031,1120.2299154334
